userId,totalmonth
12905592,4
12936576,4
12937927,4
12994363,4
13000065,4
13017278,4
13020282,4
13055922,4
13057761,4
13064966,4
13079765,4
13120132,4
13120715,4
13122150,4
13146308,4
13179491,4
13191845,4
13222476,4
13233039,4
13320037,4
13334409,4
13351562,4
13354000,4
13383304,4
13384558,4
13385863,4
13412813,4
13453139,4
13465218,4
13473149,4
13495194,4
13495422,4
13620508,4
13663842,4
13719851,4
13736040,4
13754402,4
13767439,4
13776849,4
13787182,4
13794040,4
13797488,4
13823463,4
13841342,4
13860843,4
13884690,4
13907867,4
13921184,4
13953167,4
13953913,4
13988207,4
14022361,4
14037624,4
14060482,4
14062387,4
14069326,4
14075852,4
14093088,4
14096524,4
14100228,4
14116198,4
14126266,4
14126420,4
14144335,4
14150459,4
14154209,4
14174855,4
14190310,4
14191626,4
14209410,4
14220362,4
14243167,4
14282220,4
14292569,4
14298008,4
14385157,4
14394193,4
14422142,4
14434365,4
14436699,4
14473044,4
14484013,4
14492374,4
14501944,4
14516608,4
14564181,4
14572485,4
14603833,4
14605249,4
14712715,4
14741461,4
14745030,4
14753847,4
14757428,4
14778867,4
14810331,4
14810724,4
14839832,4
14868877,4
14914728,4
14916177,4
15056339,4
15130453,4
15135395,4
15142086,4
15143784,4
15145906,4
15175786,4
15186053,4
15195204,4
15235252,4
15244523,4
15264246,4
15304554,4
15305025,4
15328148,4
15389209,4
15474900,4
15529310,4
15550834,4
15552581,4
15557130,4
15601947,4
15609642,4
15638836,4
15717042,4
15757802,4
15765900,4
15775601,4
15793611,4
15799847,4
15836525,4
15842909,4
15867082,4
15909903,4
15924505,4
15927314,4
15929360,4
15934278,4
15956308,4
15956625,4
15970053,4
15976510,4
15989401,4
16008980,4
16046483,4
16051043,4
16057678,4
16064295,4
16067039,4
16096909,4
16148364,4
16198424,4
16214610,4
16226558,4
16239301,4
16252034,4
16294084,4
16318721,4
16319893,4
16350569,4
16362193,4
16371224,4
16403331,4
16408760,4
16423942,4
16452419,4
16469592,4
16473221,4
16486098,4
16502714,4
16515610,4
16531411,4
16552420,4
16576930,4
16621853,4
16662732,4
16706939,4
16710959,4
16733237,4
16773682,4
16794767,4
16848107,4
16891675,4
16895049,4
16922415,4
16949162,4
16960844,4
16984361,4
17008142,4
17023011,4
17023017,4
17027377,4
17059593,4
17162063,4
17177963,4
17204403,4
17223807,4
17232079,4
17238168,4
17253348,4
17307233,4
17368469,4
17373095,4
17373335,4
17412765,4
17446412,4
17450645,4
17467937,4
17503488,4
17510576,4
17542848,4
17547912,4
17568874,4
17660901,4
17661755,4
17694322,4
17707731,4
17721847,4
17738412,4
17763207,4
17779856,4
17781335,4
17795942,4
17806856,4
17839993,4
17869157,4
17882190,4
17897558,4
17908431,4
18051166,4
18095811,4
18110957,4
18121740,4
18142742,4
18144868,4
18162083,4
18189152,4
18192362,4
18247628,4
18259157,4
18259229,4
18286218,4
18338992,4
18390775,4
18479638,4
18572881,4
18685423,4
18736288,4
18750078,4
18770618,4
18842175,4
18858935,4
18873634,4
18900337,4
18950830,4
18977254,4
18985168,4
18985487,4
19023568,4
19078476,4
19082511,4
19082905,4
19083466,4
19108648,4
19136535,4
19165566,4
19198687,4
19313609,4
19331114,4
19343247,4
19373222,4
19387177,4
19402171,4
19478158,4
19545521,4
19565215,4
19612202,4
19625373,4
19641613,4
19652659,4
19678343,4
19749885,4
19773308,4
19788315,4
19805637,4
19810525,4
19860739,4
19878890,4
19909862,4
19919179,4
19936348,4
19937389,4
19970912,4
19974173,4
20013250,4
20017056,4
20033759,4
20076984,4
20166487,4
20196765,4
20211809,4
20242730,4
20281931,4
20303702,4
20309762,4
20311646,4
20327771,4
20337093,4
20366650,4
20370732,4
20382195,4
20391482,4
20417480,4
20433904,4
20454372,4
20469213,4
20487834,4
20490690,4
20524199,4
20524475,4
20527998,4
20548372,4
20628460,4
20639465,4
20648768,4
20675719,4
20709754,4
20714250,4
20718802,4
20721229,4
20736741,4
20738034,4
20740116,4
20748702,4
20776807,4
20783194,4
20938433,4
20944538,4
20995933,4
21009015,4
21013950,4
21023959,4
21024847,4
21039410,4
21039411,4
21047794,4
21052230,4
21061303,4
21098380,4
21098811,4
21098860,4
21187892,4
21192321,4
21222156,4
21339446,4
21385488,4
21401720,4
21422542,4
21447222,4
21470912,4
21482408,4
21569525,4
21592625,4
21604871,4
21627236,4
21650714,4
21687616,4
21718952,4
21776866,4
21822796,4
21944010,4
21984372,4
22005854,4
22047411,4
22083191,4
22177512,4
22218295,4
22230908,4
22267575,4
22269776,4
22275796,4
22278261,4
22306411,4
22318760,4
22351452,4
22363531,4
22393393,4
22417790,4
22445116,4
22445720,4
22474067,4
22479549,4
22502874,4
22508708,4
22527936,4
22558661,4
